Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Ali TAŞCI | Web Tasarım - Sosyal Medya Uzmanı,"Kozluk mahallesi sadettin yalım caddesi, Şht. Soner Sk. saadet apt k5 d17, 41200 İzmit/Kocaeli",0542 771 16 33,info@alitasci.com.tr,https://alitasci.com.tr/,"https://www.google.com/maps/place/NoteFix+l+Bilgisayar,+Cep+Telefonu+ve+Tablet+Tamir+Servisi/data=!4m7!3m6!1s0x14cb457f8d7ddc5b:0x4c0b15831c3352d6!8m2!3d40.764632!4d29.928511!16s%2Fg%2F11c37jw6_2!19sChIJW9x9jX9FyxQR1lIzHIMVC0w?authuser=0&hl=tr&rclk=1"
MediaMarkt İzmit,"Ankara Karayolu Cad. 24/1, Körfez, Orduevi Sk. 24-24/1, 41040 İzmit",0850 222 1500,,"https://www.mediamarkt.com.tr/mcs/marketinfo/_Media-Markt-%25C4%25B0zmit,143952,-14.html",https://www.google.com/maps/place/Ali+TA%C5%9ECI+%7C+Web+Tasar%C4%B1m+-+Sosyal+Medya+Uzman%C4%B1/data=!4m7!3m6!1s0x14cb45d1fb3684d1:0x1552fb4ab40fbec3!8m2!3d40.7659087!4d29.9195613!16s%2Fg%2F11tckp6jph!19sChIJ0YQ2-9FFyxQRw74PtEr7UhU?authuser=0&hl=tr&rclk=1
MediaMarkt İzmit,"Ankara Karayolu Cad. 24/1, Körfez, Orduevi Sk. 24-24/1, 41040 İzmit",0850 222 1500,,N/A,https://www.google.com/maps/place/Oasis+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4f8dcaf3dee3:0xc5016511d7427665!8m2!3d40.767858!4d29.946477!16s%2Fg%2F1tdv3j6t!19sChIJ497zyo1PyxQRZXZC1xFlAcU?authuser=0&hl=tr&rclk=1
,"Yahyakaptan, Akasyalar Cd. No:14, 41000 İzmit/Kocaeli",,,https://renk.media/,https://www.google.com/maps/place/MediaMarkt+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4ff0ceedb721:0x2d5d00813b35437d!8m2!3d40.7615877!4d29.9622192!16s%2Fg%2F1q2v_c6nt!19sChIJIbftzvBPyxQRfUM1O4EAXS0?authuser=0&hl=tr&rclk=1
KOZAN BİLGİSAYAR - izmit toner dolum - Kocaeli toner dolum,"ömerağa mahallesi sanat sokak sipahioğlu pasajı NO.10 p32, 41100 İzmit",(0262) 323 43 06,info@kozanbilgisayar.com,http://kozanbilgisayar.com/,https://www.google.com/maps/place/Dijital+Reklam+Ajans%C4%B1/data=!4m7!3m6!1s0x8e03095e61ad6c9d:0xcd5daffb5b2b0dff!8m2!3d40.7639989!4d29.9778406!16s%2Fg%2F11w48t21f1!19sChIJnWytYV4JA44R_w0rW_uvXc0?authuser=0&hl=tr&rclk=1
MarblingMedia Web Site Tasarımları ve Sosyal Medya Danışmanlığı,"Mahmutpaşa, Karamürsel Cd., 41140 Başiskele/Kocaeli",0543 251 02 41,"info@marblingmedia.com, info@marblingweb.com",https://www.marblingmedia.com/,https://www.google.com/maps/place/Pedal+Medya+%7C+Reklam+Ajans%C4%B1/data=!4m7!3m6!1s0x14cb44f168361047:0xdb7ac7ceb1f9064c!8m2!3d40.6891648!4d29.9184668!16s%2Fg%2F11j4kd26g_!19sChIJRxA2aPFEyxQRTAb5sc7Hets?authuser=0&hl=tr&rclk=1
ROTERP Bilişim Danışmanlık San. Tic. Ltd. Şti,"Alikahya Fatih, Kemal Sunal Cd. No: 8/9, 41100 İzmit/Kocaeli",0552 595 55 41,"lodash@4.17.21, core-js-bundle@3.2.1, react-dom@18.3.1, focus-within-polyfill@5.0.9, react@18.3.1, info@roterp.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, 59f3fdbcc4da44ab841236a7406e9b3b@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io",https://www.roterp.com/,https://www.google.com/maps/place/KOZAN+B%C4%B0LG%C4%B0SAYAR+-+izmit+toner+dolum+-+Kocaeli+toner+dolum/data=!4m7!3m6!1s0x14cb4567049c2ded:0xad9739327a1cbf43!8m2!3d40.7651836!4d29.9275496!16s%2Fg%2F11h79t3qzn!19sChIJ7S2cBGdFyxQRQ78cejI5l60?authuser=0&hl=tr&rclk=1
Vita Bilişim Ltd.Şti,"Tepecik, Eski Hamam Sk. No:10, 41100 İzmit/Kocaeli",0850 302 0841,,N/A,https://www.google.com/maps/place/MarblingMedia+Web+Site+Tasar%C4%B1mlar%C4%B1+ve+Sosyal+Medya+Dan%C4%B1%C5%9Fmanl%C4%B1%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cb451590d93169:0xe65fd4b613f49df8!8m2!3d40.7273982!4d29.964808!16s%2Fg%2F11g0zn2dp6!19sChIJaTHZkBVFyxQR-J30E7bUX-Y?authuser=0&hl=tr&rclk=1
Ahenk Group,"Körfez, Berk Sk. No:10, 41040 İzmit/Kocaeli",(0262) 331 12 16,,N/A,https://www.google.com/maps/place/ROTERP+Bili%C5%9Fim+Dan%C4%B1%C5%9Fmanl%C4%B1k+San.+Tic.+Ltd.+%C5%9Eti/data=!4m7!3m6!1s0x14cb4f267b66a871:0xec35ecc508524487!8m2!3d40.774102!4d29.979342!16s%2Fg%2F11vrtlc1t9!19sChIJcahmeyZPyxQRh0RSCMXsNew?authuser=0&hl=tr&rclk=1
Bios Bilişim Ve İletişim Teknolojileri,"Fatih, Sarıçam Sk. No:22, 41100 İzmit/Kocaeli",0551 057 48 48,,https://www.bioss.com/,https://www.google.com/maps/place/Vita+Bili%C5%9Fim+Ltd.%C5%9Eti/data=!4m7!3m6!1s0x14cb458142c8ab97:0x76be8db8f6f45caa!8m2!3d40.7633708!4d29.9233451!16s%2Fg%2F11f15bdm98!19sChIJl6vIQoFFyxQRqlz09riNvnY?authuser=0&hl=tr&rclk=1
,"Vezirçiftliği, Ulucami Sk. No:24, 41140 Başiskele/Kocaeli",(0262) 331 26 22,,N/A,https://www.google.com/maps/place/Ahenk+Group/data=!4m7!3m6!1s0x14cb4f8863618d09:0x6df0072c94eec9b4!8m2!3d40.7648324!4d29.9393015!16s%2Fg%2F1q5bkj8b9!19sChIJCY1hY4hPyxQRtMnulCwH8G0?authuser=0&hl=tr&rclk=1
Akmeşe Bilgisayar Sistemleri,"Vezirçiftliği, Ulucami Sk. No:24, 41140 Başiskele/Kocaeli",(0262) 331 26 22,,N/A,https://www.google.com/maps/place/Bios+Bili%C5%9Fim+Ve+%C4%B0leti%C5%9Fim+Teknolojileri/data=!4m7!3m6!1s0x14cb4f94f9856835:0x5e30c29e60fc840b!8m2!3d40.7771246!4d29.9119605!16s%2Fg%2F1ygbb7qfj!19sChIJNWiF-ZRPyxQRC4T8YJ7CMF4?authuser=0&hl=tr&rclk=1
"Menulux POS Sistemleri İzmit - Cafe Restoran Adisyon Programı, Restoran POS Sistemi","Menulux Plaza, Körfez, Vali Eşref Cd No:1, 41040 İzmit/Kocaeli",0850 346 6586,info@menulux.com,https://www.menulux.com/,https://www.google.com/maps/place/Akme%C5%9Fe+Bilgisayar+Sistemleri/data=!4m7!3m6!1s0x14cb454136f16da9:0xc1b06c9a2418bfa7!8m2!3d40.7428493!4d29.9565657!16s%2Fg%2F1td3cc98!19sChIJqW3xNkFFyxQRp78YJJpssME?authuser=0&hl=tr&rclk=1
Databit Bilişim İnternet Teknolojileri,"Karabaş, Köseoğlu Sk. no 21/A, 41040 İzmit/Kocaeli",(0262) 322 09 27,,N/A,https://www.google.com/maps/place/Webadam+%C4%B0nternet+%C3%87%C3%B6z%C3%BCmleri+%7C+Kocaeli+Web+Tasar%C4%B1m/data=!4m7!3m6!1s0x14cb457f93aa83dd:0x58e3d5a12d53f6bf!8m2!3d40.7646268!4d29.9267315!16s%2Fg%2F11f3v6gvr7!19sChIJ3YOqk39FyxQRv_ZTLaHV41g?authuser=0&hl=tr&rclk=1
EMRE TEKNİK SERVİS,"Karabaş, Hafiz Selim Efendi Sk. no:12/1, 41780 İzmit/Kocaeli",0541 622 54 45,,N/A,"https://www.google.com/maps/place/Menulux+POS+Sistemleri+%C4%B0zmit+-+Cafe+Restoran+Adisyon+Program%C4%B1,+Restoran+POS+Sistemi/data=!4m7!3m6!1s0x14cb4f738cc1b433:0x24db89ee16001075!8m2!3d40.7620296!4d29.949706!16s%2Fg%2F11p0xsw9nw!19sChIJM7TBjHNPyxQRdRAAFu6J2yQ?authuser=0&hl=tr&rclk=1"
Marduk Digital,"Karabaş Mah. Belde Sk. Ekşi İşhanı. Kat:6 No:602, 41040 izmit/Kocaeli",0546 629 95 28,,http://marduk.digital/,https://www.google.com/maps/place/Databit+Bili%C5%9Fim+%C4%B0nternet+Teknolojileri/data=!4m7!3m6!1s0x14cb457ddce80e71:0x65b5c7e1ee83194e!8m2!3d40.762885!4d29.9341921!16s%2Fg%2F11cm0m7_ds!19sChIJcQ7o3H1FyxQRThmD7uHHtWU?authuser=0&hl=tr&rclk=1
Marduk Digital,"Karabaş Mah. Belde Sk. Ekşi İşhanı. Kat:6 No:602, 41040 izmit/Kocaeli",0546 629 95 28,,http://marduk.digital/,https://www.google.com/maps/place/EMRE+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb388245655555:0xdf929d9ac2b90154!8m2!3d40.762877!4d29.936633!16s%2Fg%2F11fmz2dmt7!19sChIJVVVlRYI4yxQRVAG5wpqdkt8?authuser=0&hl=tr&rclk=1
Marduk Digital,"Karabaş Mah. Belde Sk. Ekşi İşhanı. Kat:6 No:602, 41040 izmit/Kocaeli",0546 629 95 28,,http://marduk.digital/,https://www.google.com/maps/place/Marduk+Digital/data=!4m7!3m6!1s0x14cb457e789268fd:0x1d77a929b08949cb!8m2!3d40.762573!4d29.933534!16s%2Fg%2F11dxblhpvv!19sChIJ_WiSeH5FyxQRy0mJsCmpdx0?authuser=0&hl=tr&rclk=1
ERİŞ ELEKTRONİK İzmit KOCAELİ Güvenlik Kamera Sistemleri,"Ömerağa, 41300 İzmit/Kocaeli",0507 242 46 73,,http://toptankocaeli.com/,https://www.google.com/maps/place/Sistem+Bilgisayar/data=!4m7!3m6!1s0x14cb4f889e2567df:0xc105195691d0806a!8m2!3d40.7651819!4d29.9402756!16s%2Fg%2F1hc6mw03m!19sChIJ32clnohPyxQRaoDQkVYZBcE?authuser=0&hl=tr&rclk=1
ERİŞ ELEKTRONİK İzmit KOCAELİ Güvenlik Kamera Sistemleri,"Ömerağa, 41300 İzmit/Kocaeli",0507 242 46 73,,http://toptankocaeli.com/,https://www.google.com/maps/place/EMAY+B%C4%B0LG%C4%B0+%C4%B0%C5%9ELEM+M%C3%9CHEND%C4%B0SL%C4%B0K+VE+DANI%C5%9EMANLIK+SAN.T%C4%B0C.LTD.%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4fcf64892c13:0xbb915634197e54f1!8m2!3d40.7647704!4d29.9561887!16s%2Fg%2F11stvspx32!19sChIJEyyJZM9PyxQR8VR-GTRWkbs?authuser=0&hl=tr&rclk=1
,"Ömerağa Mah. Dar Sok. Patır İşhanı K.3 N.3, 41100 İzmit/Kocaeli",0541 477 66 13,,N/A,https://www.google.com/maps/place/ER%C4%B0%C5%9E+ELEKTRON%C4%B0K+%C4%B0zmit+KOCAEL%C4%B0+G%C3%BCvenlik+Kamera+Sistemleri/data=!4m7!3m6!1s0x14cb45269182147d:0xfcc6bf1f9ad8a52!8m2!3d40.7651551!4d29.9299!16s%2Fg%2F11fqk0jvn3!19sChIJfRSCkSZFyxQRUoqt-fFrzA8?authuser=0&hl=tr&rclk=1
İzmit Necip Bilgisayar (Belsa Plaza Necip Bilgisayar),"Ömerağa Mah. Abdurrahman Yüksel Cad. Belsa Plaza Kat:1 No:67, 41200 İzmit/Kocaeli",0537 029 45 57,satis@necipbilgisayar.net,http://www.necipbilgisayar.net/,https://www.google.com/maps/place/Limon+Bili%C5%9Fim+%26+Grafik+Teknik+Servis/data=!4m7!3m6!1s0x14cb4f8caf92e303:0x7852efcb3df4c1be!8m2!3d40.7728655!4d29.9549665!16s%2Fg%2F11f62ztbbn!19sChIJA-OSr4xPyxQRvsH0PcvvUng?authuser=0&hl=tr&rclk=1
Ecunation Remapping İzmit,"Yenişehir Mahallesi,Araç Sokak,Kaymakamlık Sapağı,E-5 Yanyol Üzeri,NO:37, 41050 İzmit/Kocaeli",0541 651 41 92,,http://izmit.ecunation.com/,https://www.google.com/maps/place/Neonet+Bili%C5%9Fim+ve+G%C3%BCvenlik+Sistemleri/data=!4m7!3m6!1s0x14cb4581c80fef41:0x252040a375bc76a1!8m2!3d40.7638261!4d29.9265748!16s%2Fg%2F1hdzdqy_r!19sChIJQe8PyIFFyxQRoXa8daNAICU?authuser=0&hl=tr&rclk=1
Ecunation Remapping İzmit,"Yenişehir Mahallesi,Araç Sokak,Kaymakamlık Sapağı,E-5 Yanyol Üzeri,NO:37, 41050 İzmit/Kocaeli",0541 651 41 92,,http://izmit.ecunation.com/,https://www.google.com/maps/place/%C4%B0zmit+Necip+Bilgisayar+%28Belsa+Plaza+Necip+Bilgisayar%29/data=!4m7!3m6!1s0x14cb457fe9103a55:0xf60600bcccaba88d!8m2!3d40.765006!4d29.929011!16s%2Fg%2F11c57vtg5w!19sChIJVToQ6X9FyxQRjairzLwABvY?authuser=0&hl=tr&rclk=1
Misbah Bilgisayar,"No. 30, Ziya Gökalp Cd., 41050",0542 325 45 41,,N/A,https://www.google.com/maps/place/Ecunation+Remapping+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f70df71769f:0x6b77e1d34dc1db76!8m2!3d40.7716265!4d29.9681261!16s%2Fg%2F11rd9p58h0!19sChIJn3Zx33BPyxQRdtvBTdPhd2s?authuser=0&hl=tr&rclk=1
Graf Studios,"Alikahya Fatih, Horasan Cd. No: 29 Kat: 3 Daire: 4, 41310 İzmit/Kocaeli",(0262) 325 06 03,"info@grafstudios.com.tr, ibrahim.goren@grafstudios.com.tr",https://www.grafstudios.com.tr/,https://www.google.com/maps/place/Korbil+%C4%B0nternet+ve+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0x14cb4581fbacd857:0xc4b299cd10587365!8m2!3d40.7619918!4d29.9272498!16s%2Fg%2F11bbsy6l23!19sChIJV9is-4FFyxQRZXNYEM2ZssQ?authuser=0&hl=tr&rclk=1
Turkcell Iletişim Merkezi,"Mehmet Ali Paşa Mah, Turan Güneş Cd. No:226/2, 41000 İzmit/Kocaeli",(0262) 332 26 23,"fizy-icon@2x.png, bip-icon@2x.png, gnc-icon@2x.png, upcall-icon@2x.png",https://www.turkcell.com.tr/,https://www.google.com/maps/place/Misbah+Bilgisayar/data=!4m7!3m6!1s0x14cb4f8d7dd3dbd7:0xa7567199dbbd946a!8m2!3d40.7693668!4d29.9484264!16s%2Fg%2F11h45r9tzy!19sChIJ19vTfY1PyxQRapS925lxVqc?authuser=0&hl=tr&rclk=1
Ares Bilgisayar & İletişim,"Ömerağa Mahallesi Abdurrahmanyüksel Caddesi Belsa PlazaNo135, D:KAT1, 41000 İzmit/Kocaeli",0541 886 83 36,,https://instagram.com/alperengurr?igshid=1p0dy1niyhpcm,https://www.google.com/maps/place/Graf+Studios/data=!4m7!3m6!1s0x14cb4f87c45480af:0xe423f13f2651017a!8m2!3d40.774265!4d29.978909!16s%2Fg%2F11btvb96qs!19sChIJr4BUxIdPyxQRegFRJj_xI-Q?authuser=0&hl=tr&rclk=1
Teknolife Bilgisayar,"76,, Kadıköy, Zümrüt Sk. No:74, 41050 İzmit/Kocaeli",0542 809 90 40,,N/A,https://www.google.com/maps/place/Turkcell+Ileti%C5%9Fim+Merkezi/data=!4m7!3m6!1s0x14cb4f933aae504f:0xc622f95add2df6dd!8m2!3d40.7719023!4d29.9501658!16s%2Fg%2F11c5bqmgh2!19sChIJT1CuOpNPyxQR3fYt3Vr5IsY?authuser=0&hl=tr&rclk=1
WIPE NEW MEDİA REKLAM AJANSI,"Emekevler, Cengiz Topel Cd. No: 10, 41180 Kartepe/Kocaeli Emekevler, Cengiz Topel Cd. No: 10, 41180, 41000 Kartepe/Kocaeli",0507 221 81 64,,https://www.wipenewmedia.com/,https://www.google.com/maps/place/Ares+Bilgisayar+%26+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb45d018b5981f:0x24c9046eff643e55!8m2!3d40.764888!4d29.9293696!16s%2Fg%2F11ft_drrl7!19sChIJH5i1GNBFyxQRVT5k_24EySQ?authuser=0&hl=tr&rclk=1
İzmit İPhone Apple Teknik Servis AppleTime,"Ömerağa, Alemdar Cd. Şen İş Merkezi Zemin Kat No : 46, 41100 İzmit/Kocaeli",0543 521 96 75,,N/A,https://www.google.com/maps/place/Teknolife+Bilgisayar/data=!4m7!3m6!1s0x14cb4f8eca3c44a9:0x2824ade0b4a7dbb0!8m2!3d40.7664871!4d29.943592!16s%2Fg%2F11bxd7w01p!19sChIJqUQ8yo5PyxQRsNuntOCtJCg?authuser=0&hl=tr&rclk=1
RAS BİLGİSAYAR,"Yenidoğan mah. Namık kemal cd/1 Barış ap. Kat-1 Daire/2, 41100 İzmit/Kocaeli",0552 921 16 84,,N/A,https://www.google.com/maps/place/WIPE+NEW+MED%C4%B0A+REKLAM+AJANSI/data=!4m7!3m6!1s0x14cb51dc0781fab3:0xde0ccef747c303c7!8m2!3d40.7436199!4d30.054131!16s%2Fg%2F11tfzqxcnv!19sChIJs_qBB9xRyxQRxwPDR_fODN4?authuser=0&hl=tr&rclk=1
Kentim Bilişim A.Ş.,"Mehmet Ali Paşa Mahallesi, Erkan Sk. No:17, 41050 İzmit/Kocaeli",(0262) 400 00 01,,https://kentimbilisim.tr/,https://www.google.com/maps/place/%C4%B0zmit+%C4%B0Phone+Apple+Teknik+Servis+AppleTime/data=!4m7!3m6!1s0x14cb4535b0e38df3:0x59283dffc8cdc37b!8m2!3d40.7653828!4d29.9282524!16s%2Fg%2F11jw_sx3l6!19sChIJ843jsDVFyxQRe8PNyP89KFk?authuser=0&hl=tr&rclk=1
Kentim Bilişim A.Ş.,"Mehmet Ali Paşa Mahallesi, Erkan Sk. No:17, 41050 İzmit/Kocaeli",(0262) 400 00 01,,https://kentimbilisim.tr/,https://www.google.com/maps/place/RAS+B%C4%B0LG%C4%B0SAYAR/data=!4m7!3m6!1s0x14cb45c34ea4a7b5:0x2f40f7a8c7bbceec!8m2!3d40.767001!4d29.9049665!16s%2Fg%2F11rr5pcm22!19sChIJtaekTsNFyxQR7M67x6j3QC8?authuser=0&hl=tr&rclk=1
Comet Bilgisayar,"Ömerağa Mah. İstiklal Cad. Belsa Plaza 1/2 Blok K:1, İzmit Merkez, İzmit, Kocaeli (İzmit)",(0262) 323 05 38,,N/A,https://www.google.com/maps/place/Kentim+Bili%C5%9Fim+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f87a0352359:0x246c4688daaa830!8m2!3d40.7639519!4d29.9551034!16s%2Fg%2F11mcvd2m50!19sChIJWSM1oIdPyxQRMKiqjWjERgI?authuser=0&hl=tr&rclk=1
ibaysoft,"Körfez Mh, Ankara Karayolu Cd No:24, 41400 İzmit/Kocaeli",(0262) 335 38 71,,http://www.ibaysoft.com/,https://www.google.com/maps/place/Ebruu+Sosyal+Medya+Dan%C4%B1%C5%9Fmanl%C4%B1%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cb45c6551272b5:0xf6902452201fef16!8m2!3d40.771114!4d29.934501!16s%2Fg%2F11j8lgx566!19sChIJtXISVcZFyxQRFu8fIFIkkPY?authuser=0&hl=tr&rclk=1
ibaysoft,"Körfez Mh, Ankara Karayolu Cd No:24, 41400 İzmit/Kocaeli",(0262) 335 38 71,,http://www.ibaysoft.com/,https://www.google.com/maps/place/Comet+Bilgisayar/data=!4m7!3m6!1s0x14cb457fdb1a9a15:0xb2c98d9b93bd7141!8m2!3d40.7651363!4d29.9297302!16s%2Fg%2F11b6j4lmvq!19sChIJFZoa239FyxQRQXG9k5uNybI?authuser=0&hl=tr&rclk=1
Vatan Bilgisayar Özüer AVM,"Körfez Devlet Karayolu No:18, 41100 MERKEZ/Kocaeli",,,https://www.vatanbilgisayar.com/,https://www.google.com/maps/place/ibaysoft/data=!4m7!3m6!1s0x14cb391ad1ae57f1:0x2873c3bfccd29566!8m2!3d40.7617032!4d29.9609792!16s%2Fg%2F1pv2bs9vv!19sChIJ8Veu0Ro5yxQRZpXSzL_Dcyg?authuser=0&hl=tr&rclk=1
EKocaeli Bilişim Hizmetleri,"Kadıköy, Baycan Sk. No:37, 41100 İzmit/Kocaeli",0850 840 2541,info@ekocaeli.com,https://ekocaeli.com/,https://www.google.com/maps/place/T%C3%BCrkBili%C5%9Fim+Internet+Teknolojileri+Ltd.%C5%9Eti./data=!4m7!3m6!1s0x14cb38fcf257b7a5:0xcd218708d7430ffb!8m2!3d40.7666505!4d29.9280286!16s%2Fg%2F11csqdv3_g!19sChIJpbdX8vw4yxQR-w9D1wiHIc0?authuser=0&hl=tr&rclk=1
Piyetra,"Kozluk, Şerefiye Sk. no:1/1, 41200 İzmit/Kocaeli",(0262) 323 19 95,merhaba@piyetra.com,https://www.piyetra.com/,https://www.google.com/maps/place/Vatan+Bilgisayar+%C3%96z%C3%BCer+AVM/data=!4m7!3m6!1s0x14cb4ff6b2aa1c3b:0x9b5189aa95bab0cd!8m2!3d40.7618657!4d29.9588327!16s%2Fg%2F11f4_k96ym!19sChIJOxyqsvZPyxQRzbC6laqJUZs?authuser=0&hl=tr&rclk=1
ARTI PROSES,"Körfez, Kahya Kadın Cd No: 10/A, 41040 İzmit/Kocaeli",0543 285 90 53,,https://www.artiproses.com/,https://www.google.com/maps/place/EKocaeli+Bili%C5%9Fim+Hizmetleri/data=!4m7!3m6!1s0x14cb4f8c4356c975:0x5c4f34fc828ef1f5!8m2!3d40.765439!4d29.9479218!16s%2Fg%2F1hfd1hd5j!19sChIJdclWQ4xPyxQR9fGOgvw0T1w?authuser=0&hl=tr&rclk=1
Algorist Yazılım ve Danışmanlık,"Kocaeli Üniversitesi Umuttepe Kampüsü, Teknoloji Geliştirme Merkezi, 4 nolu, ofis, 41001 İzmit/Kocaeli",0850 840 9921,,N/A,https://www.google.com/maps/place/Piyetra/data=!4m7!3m6!1s0x14cb457f41ddc80f:0xaaf6a76097e6e47!8m2!3d40.7629996!4d29.9175663!16s%2Fg%2F11cmy9c9rb!19sChIJD8jdQX9FyxQRR25-CXZqrwo?authuser=0&hl=tr&rclk=1
Enb Yazılım Hizmetleri,"Yeşilova, Turan Güneş Cd. no:486, 41060 İzmit/Kocaeli",0850 304 3441,,http://enbsoftware.com/,https://www.google.com/maps/place/ARTI+PROSES/data=!4m7!3m6!1s0x14cb458160275389:0x20dde2f630b1fcf8!8m2!3d40.7619157!4d29.9536369!16s%2Fg%2F11cjkpzkfj!19sChIJiVMnYIFFyxQR-PyxMPbi3SA?authuser=0&hl=tr&rclk=1
Enb Yazılım Hizmetleri,"Yeşilova, Turan Güneş Cd. no:486, 41060 İzmit/Kocaeli",0850 304 3441,,http://enbsoftware.com/,https://www.google.com/maps/place/Algorist+Yaz%C4%B1l%C4%B1m+ve+Dan%C4%B1%C5%9Fmanl%C4%B1k/data=!4m7!3m6!1s0x14cb4ef5575bf423:0xfeae3fd55a836a00!8m2!3d40.821143!4d29.9275!16s%2Fg%2F11b774lcr6!19sChIJI_RbV_VOyxQRAGqDWtU_rv4?authuser=0&hl=tr&rclk=1
Dedica Teknoloji A.Ş.,"Dedica Teknoloji A.Ş, Körfez, Yüce Rıfat Sk. 42/2, 41040 İzmit/Kocaeli",(0262) 332 03 00,,https://www.dedica.com.tr/,https://www.google.com/maps/place/Enb+Yaz%C4%B1l%C4%B1m+Hizmetleri/data=!4m7!3m6!1s0xaf0e4fa7cf4c28cb:0xa2a7c359682a3f9e!8m2!3d40.7899274!4d29.9739542!16s%2Fg%2F11k498k1l1!19sChIJyyhMz6dPDq8Rnj8qaFnDp6I?authuser=0&hl=tr&rclk=1
Dedica Teknoloji A.Ş.,"Dedica Teknoloji A.Ş, Körfez, Yüce Rıfat Sk. 42/2, 41040 İzmit/Kocaeli",(0262) 332 03 00,,https://www.dedica.com.tr/,https://www.google.com/maps/place/A.S.R.+Elektronik+%26+Ses+Sistemleri/data=!4m7!3m6!1s0x14cb4fec43c19741:0xe9bc479e48fc908b!8m2!3d40.7708942!4d29.9547818!16s%2Fg%2F1tkrc7m8!19sChIJQZfBQ-xPyxQRi5D8SJ5HvOk?authuser=0&hl=tr&rclk=1
,"Bekirdere, Ayça Sk. no 36/1, 41060 İzmit/Kocaeli",0553 566 77 80,,N/A,https://www.google.com/maps/place/Dedica+Teknoloji+A.%C5%9E./data=!4m7!3m6!1s0x14cb4f8e1396ca3b:0x71980205963d3846!8m2!3d40.7635952!4d29.9530019!16s%2Fg%2F11cmyv7cqb!19sChIJO8qWE45PyxQRRjg9lgUCmHE?authuser=0&hl=tr&rclk=1
Sistem Bilgisayar Hizmetleri - Sistem Point,"No:5 Şehit Ali Çavuş Şokak Körfez Mahallesi, 41310 İzmit/Kocaeli",(0262) 321 08 66,,http://www.sistempoint.com.tr/,https://www.google.com/maps/place/Milestone+Yaz%C4%B1l%C4%B1m/data=!4m7!3m6!1s0x14cb4feb7598752b:0x1667ef8c65d1a7d9!8m2!3d40.7735251!4d29.9536768!16s%2Fg%2F11j0bk49cv!19sChIJK3WYdetPyxQR2afRZYzvZxY?authuser=0&hl=tr&rclk=1
Nikofect,"Ömerağa, Alemdar Cd. Karaçetin İş Merkezi Kat:5 No:28, 41300 İzmit/Kocaeli",,"bootstrap-icons@1.3.0, info@nikofect.com",https://nikofect.com/,https://www.google.com/maps/place/%C4%B0zmit+Yaz%C4%B1l%C4%B1m+%C5%9Eirketi/data=!4m7!3m6!1s0x14cb4f438e9b49bd:0x8af48da64a29c110!8m2!3d40.7781268!4d29.9555827!16s%2Fg%2F11rst3pg8b!19sChIJvUmbjkNPyxQREMEpSqaN9Io?authuser=0&hl=tr&rclk=1
ÇINAR ENERJİ BİLİŞİM,"Yenişehir, 41050 İzmit/Kocaeli",0506 692 75 21,,N/A,https://www.google.com/maps/place/Sistem+Bilgisayar+Hizmetleri+-+Sistem+Point/data=!4m7!3m6!1s0x14cb5048f0ff4c2f:0xd7953f1cc41a8bc0!8m2!3d40.7622373!4d29.9523541!16s%2Fg%2F113dr483z!19sChIJL0z_8EhQyxQRwIsaxBw_ldc?authuser=0&hl=tr&rclk=1
ÇINAR ENERJİ BİLİŞİM,"Yenişehir, 41050 İzmit/Kocaeli",0506 692 75 21,,N/A,https://www.google.com/maps/place/Nikofect/data=!4m7!3m6!1s0x14cb457e67433dbb:0xcf7b5c496272cde4!8m2!3d40.7641233!4d29.9284898!16s%2Fg%2F11wpp4wbxj!19sChIJuz1DZ35FyxQR5M1yYklce88?authuser=0&hl=tr&rclk=1
Time SEO Ajansı,"Kemalpaşa Mah. Gümrükçüler Cad. Fazlıoğlu İş Merkezi, No:13/23, 41200 İzmit/Kocaeli",,info@timeseoagency.com.tr,https://timeseoagency.com.tr/,https://www.google.com/maps/place/%C3%87INAR+ENERJ%C4%B0+B%C4%B0L%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4ff61259f01f:0x2c3610758e5cffbe!8m2!3d40.7685433!4d29.9639357!16s%2Fg%2F11h1v88ply!19sChIJH_BZEvZPyxQRvv9cjnUQNiw?authuser=0&hl=tr&rclk=1
